Counties,Sex,Cancer,PopTot,AAIR,Cancer_Incidents
Marin,Female,CRC,666404,28.3,188.592332
Marin,Male,Mela,644213,69.1,445.151183
Marin,Female,Mela,666404,48.9,325.871556
Marin,Male,Uterine,644213,0.0,0.0
Marin,Female,Uterine,666404,27.4,182.594696
Marin,Male,Lymph,644213,26.5,170.716445
Marin,Female,Lymph,666404,14.6,97.294984
Marin,Male,Urinary,644213,33.7,217.099781
Marin,Female,Urinary,666404,8.6,57.31074399999999
Marin,Male,Kidney,644213,18.8,121.11204400000001
Marin,Female,Kidney,666404,6.6,43.98266399999999
Marin,Male,Thyroid,644213,6.5,41.873844999999996
Marin,Female,Thyroid,666404,14.3,95.295772
Marin,Male,Liver,644213,10.8,69.575004
Marin,Female,Liver,666404,4.1,27.322563999999996
Marin,Male,Pancreas,644213,12.4,79.882412
Marin,Female,Pancreas,666404,10.6,70.638824
Marin,Male,AllSite,644213,469.6,3025.2242480000004
Marin,Female,AllSite,666404,430.7,2870.202028
Mariposa,Male,Prostate,43530,78.5,34.17105
Mariposa,Female,Prostate,42459,0.0,0.0
Mariposa,Male,Breast,43530,0.0,0.0
Mariposa,Female,Breast,42459,125.9,53.455881000000005
Mariposa,Male,Lung,43530,37.7,16.41081
Mariposa,Female,Lung,42459,51.6,21.908844
Mariposa,Male,CRC,43530,27.7,12.05781
Mariposa,Female,CRC,42459,37.6,15.964584000000002
Mariposa,Male,Mela,43530,37.3,16.23669
Mariposa,Female,Mela,42459,16.8,7.133112000000001
Mariposa,Male,Uterine,43530,0.0,0.0
Mariposa,Female,Uterine,42459,17.6,7.472784000000001
Mariposa,Male,Lymph,43530,13.7,5.96361
Mariposa,Female,Lymph,42459,21.8,9.256062
Mariposa,Male,Urinary,43530,41.8,18.195539999999998
Mariposa,Female,Urinary,42459,6.3,2.674917
Mariposa,Male,Kidney,43530,22.5,9.79425
Mariposa,Female,Kidney,42459,3.8,1.6134419999999998
Mariposa,Male,Thyroid,43530,8.5,3.70005
Mariposa,Female,Thyroid,42459,23.9,10.147701
Mariposa,Male,Liver,43530,13.0,5.658899999999999
Mariposa,Female,Liver,42459,0.9,0.382131
Mariposa,Male,Pancreas,43530,13.7,5.96361
Mariposa,Female,Pancreas,42459,10.5,4.458195
Mariposa,Male,AllSite,43530,417.5,181.73775
Mariposa,Female,AllSite,42459,392.3,166.56665700000002
Mendocino,Male,Prostate,227973,80.1,182.606373
Mendocino,Female,Prostate,229747,0.0,0.0
Mendocino,Male,Breast,227973,0.2,0.45594599999999996
Mendocino,Female,Breast,229747,111.4,255.938158
Mendocino,Male,Lung,227973,40.0,91.1892
Mendocino,Female,Lung,229747,39.4,90.52031799999999
Mendocino,Male,CRC,227973,40.6,92.557038
Mendocino,Female,CRC,229747,28.7,65.937389
Mendocino,Male,Mela,227973,37.0,84.35001
Mendocino,Female,Mela,229747,20.4,46.868388
Mendocino,Male,Uterine,227973,0.0,0.0
Mendocino,Female,Uterine,229747,31.1,71.451317
Mendocino,Male,Lymph,227973,21.0,47.87433
Mendocino,Female,Lymph,229747,15.9,36.529773000000006
Mendocino,Male,Urinary,227973,28.0,63.83243999999999
Mendocino,Female,Urinary,229747,7.6,17.460772
Mendocino,Male,Kidney,227973,20.9,47.646356999999995
Mendocino,Female,Kidney,229747,11.2,25.731664
Mendocino,Male,Thyroid,227973,8.4,19.149732000000004
Mendocino,Female,Thyroid,229747,20.1,46.179147
Mendocino,Male,Liver,227973,13.2,30.092435999999996
Mendocino,Female,Liver,229747,2.1,4.824687000000001
Mendocino,Male,Pancreas,227973,16.6,37.843518
Mendocino,Female,Pancreas,229747,6.9,15.852543000000002
Mendocino,Male,AllSite,227973,425.8,970.7090340000001
Mendocino,Female,AllSite,229747,394.6,906.5816619999999
Merced,Male,Prostate,707489,92.1,651.597369
Merced,Female,Prostate,685895,0.0,0.0
Merced,Male,Breast,707489,0.7,4.952423
Merced,Female,Breast,685895,98.8,677.66426
Merced,Male,Lung,707489,49.0,346.66961
Merced,Female,Lung,685895,32.3,221.544085
Merced,Male,CRC,707489,44.0,311.29516
Merced,Female,CRC,685895,31.8,218.11461000000003
Merced,Male,Mela,707489,18.2,128.762998
Merced,Female,Mela,685895,11.1,76.134345
Merced,Male,Uterine,707489,0.0,0.0
Merced,Female,Uterine,685895,23.8,163.24301
Merced,Male,Lymph,707489,19.1,135.130399
Merced,Female,Lymph,685895,15.3,104.941935
Merced,Male,Urinary,707489,24.3,171.919827
Merced,Female,Urinary,685895,6.9,47.326755000000006
Merced,Male,Kidney,707489,23.1,163.429959
Merced,Female,Kidney,685895,12.1,82.993295
Merced,Male,Thyroid,707489,4.8,33.959472
Merced,Female,Thyroid,685895,20.2,138.55079
Merced,Male,Liver,707489,15.1,106.83083899999998
Merced,Female,Liver,685895,8.1,55.557494999999996
Merced,Male,Pancreas,707489,17.2,121.68810799999999
Merced,Female,Pancreas,685895,12.0,82.3074
Merced,Male,AllSite,707489,412.0,2914.8546800000004
Merced,Female,AllSite,685895,360.2,2470.59379
Modoc,Male,Prostate,21992,55.4,12.183568000000001
Modoc,Female,Prostate,21635,0.0,0.0
Modoc,Male,Breast,21992,0.0,0.0
Modoc,Female,Breast,21635,62.4,13.50024
Modoc,Male,Lung,21992,52.8,11.611775999999999
Modoc,Female,Lung,21635,30.5,6.598675
Modoc,Male,CRC,21992,35.4,7.785168
Modoc,Female,CRC,21635,37.8,8.17803
Modoc,Male,Mela,21992,42.8,9.412576
Modoc,Female,Mela,21635,15.9,3.4399650000000004
Modoc,Male,Uterine,21992,0.0,0.0
Modoc,Female,Uterine,21635,18.1,3.915935
Modoc,Male,Lymph,21992,8.7,1.9133039999999997
Modoc,Female,Lymph,21635,7.5,1.6226249999999998
Modoc,Male,Urinary,21992,20.6,4.530352000000001
Modoc,Female,Urinary,21635,7.3,1.579355
Modoc,Male,Kidney,21992,9.2,2.0232639999999997
Modoc,Female,Kidney,21635,28.7,6.209244999999999
Modoc,Male,Thyroid,21992,0.0,0.0
Modoc,Female,Thyroid,21635,10.3,2.2284050000000004
Modoc,Male,Liver,21992,6.8,1.495456
Modoc,Female,Liver,21635,1.9,0.41106499999999996
Modoc,Male,Pancreas,21992,11.0,2.41912
Modoc,Female,Pancreas,21635,4.0,0.8654000000000001
Modoc,Male,AllSite,21992,319.3,70.220456
Modoc,Female,AllSite,21635,269.5,58.306325
Mono,Male,Prostate,35411,108.1,38.279291
Mono,Female,Prostate,30854,0.0,0.0
Mono,Male,Breast,35411,0.0,0.0
Mono,Female,Breast,30854,117.7,36.315158000000004
Mono,Male,Lung,35411,7.6,2.6912359999999995
Mono,Female,Lung,30854,24.0,7.40496
Mono,Male,CRC,35411,31.7,11.225287
Mono,Female,CRC,30854,23.1,7.127274
Mono,Male,Mela,35411,46.0,16.28906
Mono,Female,Mela,30854,17.7,5.461158
Mono,Male,Uterine,35411,0.0,0.0
Mono,Female,Uterine,30854,15.5,4.78237
Mono,Male,Lymph,35411,7.6,2.6912359999999995
Mono,Female,Lymph,30854,5.1,1.573554
Mono,Male,Urinary,35411,14.7,5.205417
Mono,Female,Urinary,30854,3.8,1.1724519999999998
Mono,Male,Kidney,35411,16.7,5.913637
Mono,Female,Kidney,30854,0.0,0.0
Mono,Male,Thyroid,35411,6.4,2.266304
Mono,Female,Thyroid,30854,7.1,2.1906339999999997
Mono,Male,Liver,35411,3.8,1.3456179999999998
Mono,Female,Liver,30854,0.0,0.0
Mono,Male,Pancreas,35411,4.5,1.593495
Mono,Female,Pancreas,30854,5.4,1.6661160000000002
Mono,Male,AllSite,35411,322.4,114.165064
Mono,Female,AllSite,30854,257.3,79.387342
Monterey,Male,Prostate,1120103,109.5,1226.5127850000001
Monterey,Female,Prostate,1073855,0.0,0.0
Monterey,Male,Breast,1120103,0.3,3.360309
Monterey,Female,Breast,1073855,113.3,1216.6777149999998
Monterey,Male,Lung,1120103,30.8,344.99172400000003
Monterey,Female,Lung,1073855,26.4,283.49771999999996
Monterey,Male,CRC,1120103,34.0,380.83502000000004
Monterey,Female,CRC,1073855,28.4,304.97481999999997
Monterey,Male,Mela,1120103,33.1,370.754093
Monterey,Female,Mela,1073855,21.6,231.95268000000002
Monterey,Male,Uterine,1120103,0.0,0.0
Monterey,Female,Uterine,1073855,23.2,249.13436000000002
Monterey,Male,Lymph,1120103,21.8,244.182454
Monterey,Female,Lymph,1073855,17.1,183.629205
Monterey,Male,Urinary,1120103,25.4,284.506162
Monterey,Female,Urinary,1073855,5.3,56.914315
Monterey,Male,Kidney,1120103,16.1,180.33658300000002
Monterey,Female,Kidney,1073855,7.7,82.686835
Monterey,Male,Thyroid,1120103,4.8,53.764944
Monterey,Female,Thyroid,1073855,17.1,183.629205
Monterey,Male,Liver,1120103,14.0,156.81441999999998
Monterey,Female,Liver,1073855,4.9,52.61889500000001
Monterey,Male,Pancreas,1120103,11.8,132.172154
Monterey,Female,Pancreas,1073855,10.8,115.97634000000001
Monterey,Male,AllSite,1120103,405.4,4540.897561999999
Monterey,Female,AllSite,1073855,355.9,3821.8499449999995
Napa,Male,Prostate,347535,99.4,345.44979
Napa,Female,Prostate,346006,0.0,0.0
Napa,Male,Breast,347535,1.2,4.17042
Napa,Female,Breast,346006,134.6,465.72407599999997
Napa,Male,Lung,347535,39.2,136.23372
Napa,Female,Lung,346006,32.4,112.10594399999998
Napa,Male,CRC,347535,37.7,131.020695
Napa,Female,CRC,346006,29.4,101.725764
Napa,Male,Mela,347535,37.4,129.97808999999998
Napa,Female,Mela,346006,26.0,89.96155999999999
Napa,Male,Uterine,347535,0.0,0.0
Napa,Female,Uterine,346006,29.2,101.03375199999999
Napa,Male,Lymph,347535,18.6,64.64151000000001
Napa,Female,Lymph,346006,15.3,52.938918
Napa,Male,Urinary,347535,33.8,117.46682999999999
Napa,Female,Urinary,346006,9.7,33.562582
Napa,Male,Kidney,347535,19.1,66.379185
Napa,Female,Kidney,346006,13.3,46.018798000000004
Napa,Male,Thyroid,347535,5.1,17.724285
Napa,Female,Thyroid,346006,12.1,41.866726
Napa,Male,Liver,347535,12.0,41.7042
Napa,Female,Liver,346006,4.7,16.262282000000003
Napa,Male,Pancreas,347535,11.8,41.009130000000006
Napa,Female,Pancreas,346006,17.3,59.859038
Napa,Male,AllSite,347535,432.4,1502.7413399999998
Napa,Female,AllSite,346006,407.9,1411.3584740000001
Nevada,Male,Prostate,252482,98.2,247.93732400000002
Nevada,Female,Prostate,258170,0.0,0.0
Nevada,Male,Breast,252482,0.7,1.767374
Nevada,Female,Breast,258170,129.8,335.10466
Nevada,Male,Lung,252482,33.7,85.086434
Nevada,Female,Lung,258170,34.3,88.55230999999999
Nevada,Male,CRC,252482,28.9,72.967298
Nevada,Female,CRC,258170,25.9,66.86603
Nevada,Male,Mela,252482,47.2,119.17150400000001
Nevada,Female,Mela,258170,32.2,83.13074
Nevada,Male,Uterine,252482,0.0,0.0
Nevada,Female,Uterine,258170,18.3,47.245110000000004
Nevada,Male,Lymph,252482,19.3,48.729026
Nevada,Female,Lymph,258170,16.3,42.08171
Nevada,Male,Urinary,252482,28.6,72.209852
Nevada,Female,Urinary,258170,6.0,15.4902
Nevada,Male,Kidney,252482,13.3,33.580106
Nevada,Female,Kidney,258170,5.5,14.19935
Nevada,Male,Thyroid,252482,6.8,17.168776
Nevada,Female,Thyroid,258170,18.8,48.53596
Nevada,Male,Liver,252482,9.0,22.723380000000002
Nevada,Female,Liver,258170,3.2,8.26144
Nevada,Male,Pancreas,252482,16.1,40.649602
Nevada,Female,Pancreas,258170,11.4,29.43138
Nevada,Male,AllSite,252482,419.5,1059.16199
Nevada,Female,AllSite,258170,390.4,1007.89568
Orange,Male,Prostate,7906116,103.1,8151.205596
Orange,Female,Prostate,8000211,0.0,0.0
Orange,Male,Breast,7906116,1.0,79.06116
Orange,Female,Breast,8000211,132.5,10600.279575
Orange,Male,Lung,7906116,39.7,3138.7280520000004
Orange,Female,Lung,8000211,33.2,2656.0700520000005
Orange,Male,CRC,7906116,35.9,2838.295644
Orange,Female,CRC,8000211,27.7,2216.058447
Orange,Male,Mela,7906116,39.5,3122.91582
Orange,Female,Mela,8000211,22.8,1824.0481080000002
Orange,Male,Uterine,7906116,0.0,0.0
Orange,Female,Uterine,8000211,24.2,1936.051062
Orange,Male,Lymph,7906116,23.3,1842.125028
Orange,Female,Lymph,8000211,15.7,1256.033127
Orange,Male,Urinary,7906116,27.4,2166.275784
Orange,Female,Urinary,8000211,6.0,480.01266000000004
Orange,Male,Kidney,7906116,19.0,1502.1620400000002
Orange,Female,Kidney,8000211,8.8,704.0185680000001
Orange,Male,Thyroid,7906116,7.6,600.8648159999999
Orange,Female,Thyroid,8000211,20.2,1616.042622
Orange,Male,Liver,7906116,12.8,1011.982848
Orange,Female,Liver,8000211,5.2,416.01097200000004
Orange,Male,Pancreas,7906116,13.9,1098.950124
Orange,Female,Pancreas,8000211,11.2,896.023632
Orange,Male,AllSite,7906116,436.9,34541.820803999995
Orange,Female,AllSite,8000211,393.4,31472.830074
Placer,Male,Prostate,984671,111.1,1093.969481
Placer,Female,Prostate,1017163,0.0,0.0
Placer,Male,Breast,984671,1.0,9.846710000000002
Placer,Female,Breast,1017163,138.5,1408.770755
Placer,Male,Lung,984671,38.6,380.083006
Placer,Female,Lung,1017163,38.7,393.642081
Placer,Male,CRC,984671,36.6,360.389586
Placer,Female,CRC,1017163,29.5,300.063085
Placer,Male,Mela,984671,51.9,511.04424900000004
Placer,Female,Mela,1017163,31.9,324.47499700000003
Placer,Male,Uterine,984671,0.0,0.0
Placer,Female,Uterine,1017163,24.1,245.136283
Placer,Male,Lymph,984671,23.3,229.428343
Placer,Female,Lymph,1017163,13.6,138.334168
Placer,Male,Urinary,984671,32.9,323.956759
Placer,Female,Urinary,1017163,8.6,87.476018
Placer,Male,Kidney,984671,22.7,223.52031699999998
Placer,Female,Kidney,1017163,9.2,93.57899599999999
Placer,Male,Thyroid,984671,9.8,96.497758
Placer,Female,Thyroid,1017163,20.6,209.53557800000002
Placer,Male,Liver,984671,10.2,100.436442
Placer,Female,Liver,1017163,3.8,38.652193999999994
Placer,Male,Pancreas,984671,13.4,131.94591400000002
Placer,Female,Pancreas,1017163,11.9,121.04239700000001
Placer,Male,AllSite,984671,471.4,4641.739094
Placer,Female,AllSite,1017163,416.5,4236.483895
Plumas,Male,Prostate,49347,71.6,35.332451999999996
Plumas,Female,Prostate,48885,0.0,0.0
Plumas,Male,Breast,49347,0.0,0.0
Plumas,Female,Breast,48885,105.9,51.769215
Plumas,Male,Lung,49347,40.4,19.936188
Plumas,Female,Lung,48885,38.1,18.625185
Plumas,Male,CRC,49347,18.4,9.079847999999998
Plumas,Female,CRC,48885,34.3,16.767554999999998
Plumas,Male,Mela,49347,32.8,16.185816
Plumas,Female,Mela,48885,18.3,8.945955
Plumas,Male,Uterine,49347,0.0,0.0
Plumas,Female,Uterine,48885,15.9,7.772715000000001
Plumas,Male,Lymph,49347,19.6,9.672012
Plumas,Female,Lymph,48885,7.4,3.6174900000000005
Plumas,Male,Urinary,49347,22.3,11.004381
Plumas,Female,Urinary,48885,8.1,3.9596849999999995
Plumas,Male,Kidney,49347,17.8,8.783766
Plumas,Female,Kidney,48885,8.7,4.252994999999999
Plumas,Male,Thyroid,49347,5.3,2.6153910000000002
Plumas,Female,Thyroid,48885,20.6,10.070310000000001
Plumas,Male,Liver,49347,10.2,5.033394
Plumas,Female,Liver,48885,4.9,2.3953650000000004
Plumas,Male,Pancreas,49347,11.9,5.872293
Plumas,Female,Pancreas,48885,7.5,3.6663749999999995
Plumas,Male,AllSite,49347,370.7,182.929329
Plumas,Female,AllSite,48885,352.7,172.417395
Riverside,Male,Prostate,6042017,99.0,5981.59683
Riverside,Female,Prostate,5991636,0.0,0.0
Riverside,Male,Breast,6042017,1.1,66.46218700000001
Riverside,Female,Breast,5991636,113.8,6818.481768
Riverside,Male,Lung,6042017,41.1,2483.268987
Riverside,Female,Lung,5991636,34.4,2061.1227839999997
Riverside,Male,CRC,6042017,38.2,2308.050494
Riverside,Female,CRC,5991636,31.8,1905.3402480000002
Riverside,Male,Mela,6042017,33.3,2011.9916609999998
Riverside,Female,Mela,5991636,18.5,1108.45266
Riverside,Male,Uterine,6042017,0.0,0.0
Riverside,Female,Uterine,5991636,25.5,1527.8671800000002
Riverside,Male,Lymph,6042017,19.9,1202.361383
Riverside,Female,Lymph,5991636,13.7,820.8541319999999
Riverside,Male,Urinary,6042017,27.6,1667.5966920000003
Riverside,Female,Urinary,5991636,6.3,377.473068
Riverside,Male,Kidney,6042017,21.8,1317.1597060000001
Riverside,Female,Kidney,5991636,10.8,647.0966880000001
Riverside,Male,Thyroid,6042017,6.0,362.52102
Riverside,Female,Thyroid,5991636,19.3,1156.385748
Riverside,Male,Liver,6042017,13.4,809.630278
Riverside,Female,Liver,5991636,5.4,323.54834400000004
Riverside,Male,Pancreas,6042017,13.4,809.630278
Riverside,Female,Pancreas,5991636,10.5,629.1217800000001
Riverside,Male,AllSite,6042017,428.1,25865.874777
Riverside,Female,AllSite,5991636,378.8,22696.317168
Sacramento,Male,Prostate,3874963,88.3,3421.592329
Sacramento,Female,Prostate,3983280,0.0,0.0
Sacramento,Male,Breast,3874963,1.1,42.624593000000004
Sacramento,Female,Breast,3983280,125.8,5010.96624
Sacramento,Male,Lung,3874963,47.1,1825.107573
Sacramento,Female,Lung,3983280,41.8,1665.0110399999999
Sacramento,Male,CRC,3874963,40.0,1549.9852
Sacramento,Female,CRC,3983280,32.0,1274.6496000000002
Sacramento,Male,Mela,3874963,29.2,1131.489196
Sacramento,Female,Mela,3983280,18.3,728.94024
Sacramento,Male,Uterine,3874963,0.0,0.0
Sacramento,Female,Uterine,3983280,29.9,1191.00072
Sacramento,Male,Lymph,3874963,19.9,771.117637
Sacramento,Female,Lymph,3983280,14.0,557.6591999999999
Sacramento,Male,Urinary,3874963,29.5,1143.1140850000002
Sacramento,Female,Urinary,3983280,7.1,282.81287999999995
Sacramento,Male,Kidney,3874963,22.5,871.866675
Sacramento,Female,Kidney,3983280,11.4,454.09392
Sacramento,Male,Thyroid,3874963,6.0,232.49778
Sacramento,Female,Thyroid,3983280,15.7,625.37496
Sacramento,Male,Liver,3874963,15.2,588.9943759999999
Sacramento,Female,Liver,3983280,6.7,266.87976000000003
Sacramento,Male,Pancreas,3874963,14.7,569.619561
Sacramento,Female,Pancreas,3983280,12.2,485.96016
Sacramento,Male,AllSite,3874963,425.1,16472.467713000002
Sacramento,Female,AllSite,3983280,402.0,16012.785600000001
San Benito,Male,Prostate,160000,108.5,173.6
San Benito,Female,Prostate,156665,0.0,0.0
San Benito,Male,Breast,160000,0.0,0.0
San Benito,Female,Breast,156665,110.7,173.42815500000003
San Benito,Male,Lung,160000,26.1,41.76
San Benito,Female,Lung,156665,25.5,39.949575
San Benito,Male,CRC,160000,45.1,72.16
San Benito,Female,CRC,156665,29.6,46.372840000000004
San Benito,Male,Mela,160000,31.5,50.4
San Benito,Female,Mela,156665,18.4,28.826359999999998
San Benito,Male,Uterine,160000,0.0,0.0
San Benito,Female,Uterine,156665,24.0,37.5996
San Benito,Male,Lymph,160000,22.5,36.0
San Benito,Female,Lymph,156665,11.5,18.016475
San Benito,Male,Urinary,160000,34.1,54.56
San Benito,Female,Urinary,156665,4.8,7.51992
San Benito,Male,Kidney,160000,27.3,43.68000000000001
San Benito,Female,Kidney,156665,11.7,18.329805
San Benito,Male,Thyroid,160000,6.8,10.88
San Benito,Female,Thyroid,156665,18.9,29.609685
San Benito,Male,Liver,160000,17.1,27.360000000000003
San Benito,Female,Liver,156665,6.0,9.3999
San Benito,Male,Pancreas,160000,13.9,22.24
San Benito,Female,Pancreas,156665,10.6,16.60649
San Benito,Male,AllSite,160000,449.8,719.6800000000001
San Benito,Female,AllSite,156665,360.2,564.30733
San Bernardino,Male,Prostate,5447385,104.8,5708.859479999999
San Bernardino,Female,Prostate,5405558,0.0,0.0
San Bernardino,Male,Breast,5447385,1.0,54.473850000000006
San Bernardino,Female,Breast,5405558,115.4,6238.013932000001
San Bernardino,Male,Lung,5447385,43.7,2380.5072450000002
San Bernardino,Female,Lung,5405558,33.0,1783.83414
San Bernardino,Male,CRC,5447385,40.3,2195.296155
San Bernardino,Female,CRC,5405558,31.3,1691.939654
San Bernardino,Male,Mela,5447385,22.7,1236.5563949999998
San Bernardino,Female,Mela,5405558,12.9,697.3169819999999
San Bernardino,Male,Uterine,5447385,0.0,0.0
San Bernardino,Female,Uterine,5405558,28.6,1545.9895880000001
San Bernardino,Male,Lymph,5447385,18.7,1018.660995
San Bernardino,Female,Lymph,5405558,13.4,724.344772
San Bernardino,Male,Urinary,5447385,26.6,1449.00441
San Bernardino,Female,Urinary,5405558,6.5,351.36127
San Bernardino,Male,Kidney,5447385,22.4,1220.21424
San Bernardino,Female,Kidney,5405558,11.9,643.261402
San Bernardino,Male,Thyroid,5447385,6.9,375.8695650000001
San Bernardino,Female,Thyroid,5405558,20.3,1097.328274
San Bernardino,Male,Liver,5447385,15.3,833.4499050000001
San Bernardino,Female,Liver,5405558,6.2,335.14459600000004
San Bernardino,Male,Pancreas,5447385,13.6,740.8443599999999
San Bernardino,Female,Pancreas,5405558,10.8,583.8002640000001
San Bernardino,Male,AllSite,5447385,427.7,23298.465644999997
San Bernardino,Female,AllSite,5405558,381.8,20638.420444
San Diego,Male,Prostate,8347971,110.0,9182.768100000001
San Diego,Female,Prostate,8115430,0.0,0.0
San Diego,Male,Breast,8347971,1.2,100.175652
San Diego,Female,Breast,8115430,130.8,10614.982440000002
San Diego,Male,Lung,8347971,42.6,3556.235646
San Diego,Female,Lung,8115430,36.7,2978.36281
San Diego,Male,CRC,8347971,36.9,3080.4012989999997
San Diego,Female,CRC,8115430,31.3,2540.12959
San Diego,Male,Mela,8347971,39.5,3297.448545
San Diego,Female,Mela,8115430,23.6,1915.2414800000001
San Diego,Male,Uterine,8347971,0.0,0.0
San Diego,Female,Uterine,8115430,27.0,2191.1661
San Diego,Male,Lymph,8347971,22.1,1844.901591
San Diego,Female,Lymph,8115430,15.4,1249.77622
San Diego,Male,Urinary,8347971,28.3,2362.475793
San Diego,Female,Urinary,8115430,6.8,551.84924
San Diego,Male,Kidney,8347971,22.2,1853.249562
San Diego,Female,Kidney,8115430,11.3,917.0435900000001
San Diego,Male,Thyroid,8347971,6.8,567.662028
San Diego,Female,Thyroid,8115430,18.7,1517.58541
San Diego,Male,Liver,8347971,15.2,1268.891592
San Diego,Female,Liver,8115430,6.2,503.15666000000004
San Diego,Male,Pancreas,8347971,14.9,1243.8476790000002
San Diego,Female,Pancreas,8115430,11.5,933.27445
San Diego,Male,AllSite,8347971,459.9,38392.318629
San Diego,Female,AllSite,8115430,411.9,33427.45617
San Francisco,Male,Prostate,2228552,84.7,1887.583544
San Francisco,Female,Prostate,2097526,0.0,0.0
San Francisco,Male,Breast,2228552,1.2,26.742624
San Francisco,Female,Breast,2097526,123.4,2588.347084
San Francisco,Male,Lung,2228552,45.5,1013.99116
San Francisco,Female,Lung,2097526,35.9,753.011834
San Francisco,Male,CRC,2228552,34.4,766.6218879999999
San Francisco,Female,CRC,2097526,27.3,572.624598
San Francisco,Male,Mela,2228552,25.7,572.7378640000001
San Francisco,Female,Mela,2097526,16.0,335.60416000000004
San Francisco,Male,Uterine,2228552,0.0,0.0
San Francisco,Female,Uterine,2097526,24.7,518.088922
San Francisco,Male,Lymph,2228552,22.0,490.28144000000003
San Francisco,Female,Lymph,2097526,15.1,316.72642599999995
San Francisco,Male,Urinary,2228552,23.2,517.024064
San Francisco,Female,Urinary,2097526,5.7,119.558982
San Francisco,Male,Kidney,2228552,15.7,349.882664
San Francisco,Female,Kidney,2097526,7.0,146.82682
San Francisco,Male,Thyroid,2228552,6.8,151.541536
San Francisco,Female,Thyroid,2097526,17.8,373.35962800000004
San Francisco,Male,Liver,2228552,18.1,403.36791200000005
San Francisco,Female,Liver,2097526,7.3,153.119398
San Francisco,Male,Pancreas,2228552,13.2,294.168864
San Francisco,Female,Pancreas,2097526,11.3,237.020438
San Francisco,Male,AllSite,2228552,403.8,8998.892976
San Francisco,Female,AllSite,2097526,379.0,7949.62354
San Joaquin,Male,Prostate,1935000,90.2,1745.3700000000001
San Joaquin,Female,Prostate,1920624,0.0,0.0
San Joaquin,Male,Breast,1935000,1.2,23.22
San Joaquin,Female,Breast,1920624,112.7,2164.543248
San Joaquin,Male,Lung,1935000,45.6,882.36
San Joaquin,Female,Lung,1920624,37.5,720.234
San Joaquin,Male,CRC,1935000,41.5,803.025
San Joaquin,Female,CRC,1920624,32.8,629.964672
San Joaquin,Male,Mela,1935000,23.2,448.92
San Joaquin,Female,Mela,1920624,13.4,257.36361600000004
San Joaquin,Male,Uterine,1935000,0.0,0.0
San Joaquin,Female,Uterine,1920624,27.1,520.489104
San Joaquin,Male,Lymph,1935000,22.0,425.7
San Joaquin,Female,Lymph,1920624,13.9,266.96673599999997
San Joaquin,Male,Urinary,1935000,29.8,576.6300000000001
San Joaquin,Female,Urinary,1920624,5.9,113.316816
San Joaquin,Male,Kidney,1935000,23.6,456.66
San Joaquin,Female,Kidney,1920624,12.4,238.157376
San Joaquin,Male,Thyroid,1935000,7.1,137.385
San Joaquin,Female,Thyroid,1920624,18.9,362.997936
San Joaquin,Male,Liver,1935000,16.8,325.08000000000004
San Joaquin,Female,Liver,1920624,6.9,132.52305600000003
San Joaquin,Male,Pancreas,1935000,15.3,296.055
San Joaquin,Female,Pancreas,1920624,11.8,226.633632
San Joaquin,Male,AllSite,1935000,425.3,8229.555
San Joaquin,Female,AllSite,1920624,382.3,7342.545552
San Luis Obispo,Male,Prostate,714561,124.7,891.0575670000001
San Luis Obispo,Female,Prostate,694750,0.0,0.0
San Luis Obispo,Male,Breast,714561,0.6,4.2873660000000005
San Luis Obispo,Female,Breast,694750,147.1,1021.9772499999999
San Luis Obispo,Male,Lung,714561,43.9,313.692279
San Luis Obispo,Female,Lung,694750,34.2,237.6045
San Luis Obispo,Male,CRC,714561,33.6,240.09249600000004
San Luis Obispo,Female,CRC,694750,30.9,214.67774999999997
San Luis Obispo,Male,Mela,714561,65.3,466.60833299999996
San Luis Obispo,Female,Mela,694750,47.8,332.09049999999996
San Luis Obispo,Male,Uterine,714561,0.0,0.0
San Luis Obispo,Female,Uterine,694750,22.3,154.92925
San Luis Obispo,Male,Lymph,714561,21.2,151.486932
San Luis Obispo,Female,Lymph,694750,13.5,93.79125
San Luis Obispo,Male,Urinary,714561,32.8,234.37600799999996
San Luis Obispo,Female,Urinary,694750,6.4,44.464
San Luis Obispo,Male,Kidney,714561,18.8,134.337468
San Luis Obispo,Female,Kidney,694750,10.3,71.55925
San Luis Obispo,Male,Thyroid,714561,6.3,45.017343
San Luis Obispo,Female,Thyroid,694750,11.5,79.89625000000001
San Luis Obispo,Male,Liver,714561,13.2,94.32205199999999
San Luis Obispo,Female,Liver,694750,5.5,38.21125
San Luis Obispo,Male,Pancreas,714561,16.9,120.760809
San Luis Obispo,Female,Pancreas,694750,9.9,68.78025000000001
San Luis Obispo,Male,AllSite,714561,498.7,3563.515707
San Luis Obispo,Female,AllSite,694750,428.1,2974.22475
San Mateo,Male,Prostate,1902567,99.8,1898.761866
San Mateo,Female,Prostate,1910223,0.0,0.0
San Mateo,Male,Breast,1902567,1.0,19.02567
San Mateo,Female,Breast,1910223,136.7,2611.274841
San Mateo,Male,Lung,1902567,34.2,650.677914
San Mateo,Female,Lung,1910223,32.7,624.6429210000001
San Mateo,Male,CRC,1902567,32.0,608.82144
San Mateo,Female,CRC,1910223,26.8,511.939764
San Mateo,Male,Mela,1902567,35.0,665.89845
San Mateo,Female,Mela,1910223,21.5,410.697945
